企业id,企业名称,统一社会信用代码,注册资本,category_id,keywords
650,广东凯力船艇股份有限公司,91441900796298227Q,"8,000万(元)",74,机械设备|货物或技术进出口|钢结构|新能源船艇|公务船艇
651,广东凯迪威文化股份有限公司,9144050068244912XM,"4,823万(元)",53,日用品|童车|运动装备|工艺品|数码电子产品|模型设计服务|包装装潢设计服务|童装|五金交电|塑胶制品
652,广东出版置业投资有限公司,91440000690513814T,"5,000万(元)",132,资产管理|场地租赁|投资|房地产开发|项目管理服务
653,广东创新精细化工实业有限公司,914405147510616727,"5,500万(元)",90,染色剂|印染助剂|消毒液|塑料助剂|精细化工
654,广东利泰制药股份有限公司,91445200728775458D,"39,520.331万(元)",45,大容量|口服液|小容量|注射剂|糖浆剂
655,广东力劲塑机智造股份有限公司,914420006181312729,"22,903.3536万(元)",56,注塑机|塑料|数控系统|智能化装备|工业控制计算机
656,广东力士通机械股份有限公司,91440200191533642K,"13,000万(元)",55,机械|高空作业车|工程车底盘|起重机械|通用机械
657,广东劲信精密制造科技有限公司,91441900MA53G5KK03,"2,000万(元)",56,电工仪表|通用项目|工业机器人|电子产品|智能机器人
658,广东化橘红科技开发有限公司,91440101MA9XR7NH5A,544万(元),83,化工产品|消毒器具|餐饮行业|物业管理|市场推广|科技中介|建筑设计|新能源|供水设备|房地产
659,广东华晶科技股份有限公司,91441200061462815D,"2,500万(元)",53,光电材料|激光晶体|智能化装备|激光器|仪器仪表
660,广东华瑞生态农业有限公司,91440233MA4W66K85L,"5,000万(元)",107,养殖|建设|科技|运输|环保
661,广东华矿高新技术有限公司,91440101MA5AL9960K,"3,000万(元)",91,环境咨询|污染监测|重金属回收|稀有稀土金属|化工设备
662,广东华纱贸易有限公司,91440000764939616Q,900万(元),114,机械设备|日用品|环保设备|纺织品|食品|软件开发|酒类|房地产
663,广东华能达电器有限公司,9144520073618130XL,"6,280万(元)",67,卷发器|ISO14001|RoHS认证|ISO9001|小家电|电发夹|电吹风|3C认证|CB认证|电推剪
664,广东华茂高科种业有限公司,914409001949507323,"3,000万(元)",107,食品加工|农作物种子进口|科技开发|农业种子|农作物种子生产
665,广东华诺勤耕材料科技有限公司,91440101MA5ARH0J4R,"5,000万(元)",59,试验研究|金属铸造|对外投资|有色金属冶炼
666,广东华迅实业有限公司,91440784740823379E,"1,800万(元)",83,不饱和聚酯树脂|人造石装饰材料|建筑工程|建筑装饰材料|室内外装饰工程|陶瓷制品|危险货物运输|仿石装饰材料|玻璃钢制品
667,广东华锦达新材科技有限公司,91440900059906149P,"10,000万(元)",62,"氢氧化钠|盐酸|化工助|环氧乙烷|1,2-环氧丙烷|N|氯化氢|精细化工|苯乙烯|N-二甲基乙醇胺"
668,广东华鳌合金新材料有限公司,91440784796269856R,"2,039.8837万(元)",62,合金|金属|产品销售|研究开发|国际贸易
669,广东卓泰专用汽车有限公司,91441900MA55DYWN6E,"2,020万(元)",53,专用车|机械设备|汽车|集装厢|冷冻箱
670,广东南三岛投资开发有限公司,91440800086830186A,"15,000万(元)",132,旅游项目|房地产|基础设施建设|文化产业|市政建设
671,广东南海铝业集团有限公司,91440605MA56W4BG85,"100,000万(元)",53,园区建设|产业链|铝业|国有控股|科技创新
672,广东南粤集团有限公司,91440000686371833P,"10,000万(元)",53,澳门|经营理念|企业使命|业务板块
673,广东南芯医疗科技有限公司,91440101MA59A05J6T,"1,816.4127万(元)",46,IVD|功能食品|整体性肠道菌群移植|活体生物药|医养服务
674,广东博兴新材料科技有限公司,91440105797398326N,"1,982.0122万(元)",62,化工产品|进出口|新材料|对外投资|技术转让服务|检测服务|交流服务|咨询|技术开发服务
675,广东博汇林设计工程有限公司,91441600MA56C1FF8D,"1,008万(元)",83,工业自动化|市政设施管理|文物保护工程勘察|建筑工程监理
676,广东友仪技术股份有限公司,91440101664031600C,801万(元),20,电子元器件|机械设备|计算机|机电组件|工业机器人|专用设备|办公设备|润滑油销售|工程研究|电气设备
677,广东友通工业有限公司,91441900551653139K,"2,000万(元)",86,塑料制品|喷涂|环保工程设计|环保设备|油烟净化|电子产品|生产传输|货物进出口|技术进出口|环保耗材
678,广东合鑫生物科技有限公司,91440116589532412U,"2,500万(元)",44,体育用品|生物科技|医疗器械|职业技能培训|技术进出口
679,广东同校生活科技有限公司,91440101331372255D,"1,000万(元)",53,日用品|自动控制|电子|网络系统|信息服务|投资管理|酒店预订|投资|旅游服务|通信
680,广东和博制药有限公司,91442000084463415N,"6,164.1538万(元)",45,技术开发|医疗器械|投资|生物医药
681,广东咕咚生物科技有限公司,91440300MA5FC9T045,500万(元),44,化工技术|生物科技|生物医药|医疗器械|保健食品
682,广东嘉博制药有限公司,91441802MA4UP6EK79,"1,050万(元)",45,冻干粉针剂|食品互联网销售|大容量注射剂|保健品销售|小容量注射剂|食品销售|原料药|兽用药品制造
683,广东嘉应制药股份有限公司,91441400748002647K,"50,750.9848万(元)",45,片剂|颗粒剂|中药|胶囊剂|丸剂
684,广东嘉纳仕科技实业有限公司,91440606086797435X,"6,000万(元)",53,摩托车|三轮车|房地产出租|电动车|自行车
685,广东四会实力连杆有限公司,91441284745542277L,"7,000万(元)",53,机械设备|精密锻件生产|零配件|发动机连杆总成|原材料
686,广东四季景山园林建设有限公司,91440000707675087H,"8,800万(元)",83,城市园林绿化|工程施工承包|景观设施|古建筑服务|公园规划
687,广东国地规划科技股份有限公司,91440000776229267Y,"6,263.61万(元)",53,实验室|数字社会治理|专利|数字国土空间治理
688,广东圣宝汽车实业有限公司,91440784707810568B,"10,500万(元)",71,零配件|新能源|汽车|房屋出租|技术进出口
689,广东在田药业股份有限公司,9144180273985248XH,"2,680万(元)",45,技术|片剂|零配件|农副产品采购|原材料|洗剂|中药前处理与提取|药品进出口|保健食品|胶囊剂
690,广东坚美铝型材厂（集团）有限公司,91440605280014879J,"30,613万(元)",91,交通|电子|建筑|铝合金|环保
691,广东壹号地方猪研究院有限公司,91440800MA4WXMGY3P,"3,000万(元)",53,农业科学研究|技术开发|种畜禽经营|技术服务|技术咨询|实验动物生产|道路货物运输|实验动物经营|种畜禽生产
692,广东壹家之主互联网科技有限公司,91440116MA59A71UXY,"1,010万(元)",53,辐射防护器材的研发|地理信息加工处理|集成电路设计|多媒体设计服务|技术服务|信息技术咨询|通信技术研究开发|电子商务|软件批发|计算机房维护服务
693,广东大冢制药有限公司,91440606617475057M,"2,840万(美元)",45,医疗器械生产|药品生产|软件开发|委托生产|检验检测服务
694,广东大族粤铭激光集团股份有限公司,91441900682489383N,"5,200万(元)",53,制造|高端工业激光设备|生产基地|销售与维护
695,广东大翔中药制药有限公司,91440000664963619J,"5,000万(元)",45,种植开发|医药研究|食品加工|批发零售|中药材
696,广东大翔制药有限公司,91440183569775273G,"11,200万(元)",45,医用口罩生产|医用包装材料|机械设备租赁|饮料生产|医疗器械生产|仓库设备租赁服务|药品生产|医疗器械|医疗卫生用品生产|物业出租
697,广东大联统摩托车有限公司,914418037462510417,"2,100万(元)",53,电动自行车|摩托车|电动三轮车|助力车|大联统
698,广东大豪汽车零部件实业有限公司,91440500723849307A,"1,000万(元)",71,塑料制品|机械设备|汽车安全带|气囊|五金件|摩托车零部件|汽车零部件
699,广东天广能源科技发展有限公司,91440000707669285U,"2,000万(元)",66,水力|电力|建筑|安全|数据|环保
700,广东天普生化医药股份有限公司,91440101190490505C,"10,000万(元)",45,
701,广东天枢新能源科技有限公司,91440606MA4UP1U28K,"1,391.9866万(元)",66,清洁能源|新能源汽车|电力行业|智能化|环保
702,广东天诚生物降解材料有限公司,91442000MA55LJHC3R,500万(元),62,塑料制品|技术服务|新材料|合成材料|生物降解材料
703,广东天鉴检测技术服务股份有限公司,914403007675920131,"1,051.7928万(元)",87,职业健康检查|职业卫生检测|环境质量检测|安全技术服务|防护设计
704,广东天雄新材料科技股份有限公司,91440606797770933R,"4,000万(元)",62,改性塑料|高分子材料|高性能膜材料|塑料制品生产|生态环境材料制造
705,广东奇德新材料股份有限公司,91440700665032613L,"8,416万(元)",62,化工产品|塑料粒|工程塑料|对外投资|模具|塑料色粉|人造超硬材料|树脂与树脂制品|塑料助剂|塑胶制品
706,广东奥克化学有限公司,914409006904930248,"12,000万(元)",90,聚醚|聚羧酸系减水剂|聚乙二醇|表面活性剂|脂肪醇
707,广东威林工程塑料股份有限公司,914406067783278563,"3,500万(元)",53,改性塑料|模具|塑料制品|进出口业务
708,广东威王集团有限公司,91440881707702647R,"6,000万(元)",53,仓储服务|冷柜|热水器|家电|物业|投资项目|厨房设备|冰箱|燃气灶具|货物和技术进出口
709,广东威雅光电有限公司,91440000231131534Y,"4,432万(元)",20,母盘刻录|塑料制品|光盘复制|光电|电子计算机
710,广东宇豪新材料科技有限公司,91441900059964285H,800万(元),62,改性塑料|高分子材料|塑料制品|五金制品|医疗器械生产|家用电器|塑料助剂|经营|塑胶模具|色粉
711,广东完美生命健康科技研究院有限公司,91442000MA4URM4N26,"5,000万(元)",53,化妆品|特殊医学用途|医疗|科技|互联网销售
712,广东宏大控股集团股份有限公司,91440000190321349C,"74,856.3082万(元)",55,专业咨询|民爆|地基与基础|承包境外|海外市场|工程爆破|混合炸药车|矿山工程|政府扶持
713,广东宏远集团药业有限公司,91441900712214461H,"2,000万(元)",45,冻干粉针剂|大容量注射剂|医药|片剂|颗粒剂|对外投资|物业租赁|原料药|农副产品收购
714,广东客嘉源南药种植有限公司,91441400MA4UJTTT6R,"1,000万(元)",45,茶叶种植|蔬菜|水果|南药|中草药|林木种苗|花卉苗木
715,广东富兴摩托车实业有限公司,91441481730443495E,"1,889万(元)",53,摩托车|电池|摩托车制造|包装物|发动机
716,广东富华工程机械制造有限公司,91440606MA58Q9GNXH,"3,600万(美元)",55,
717,广东富华机械集团有限公司,914406067314717114,"8,000万(元)",55,业务范围|机械设备|审批|金属制品|外商投资
718,广东富康养蜂生态旅游有限公司,91441324678869172Y,"1,000万(元)",53,餐饮服务|蜜蜂养殖|饮料生产|蜂蜜制品|保健品
719,广东小天才科技有限公司,91441900553612111Y,"10,000万(元)",53,现代科技|潮流|引领|时尚|智能产品|陪伴|中国市场|童年|代言人|理念
720,广东山大塑料厂,91440608766589437X,,53,
721,广东岭南健康产业集团有限公司,91440000082577881A,"14,760万(元)",47,物联网技术服务|信息技术咨询服务|药品互联网信息服务|健康服务|康复辅具适配|保健食品销售|咨询策划|养老服务|信息系统集成服务|护理机构服务
722,广东平洲大明宫玉石珠宝国际会展有限公司,91440600076690626D,"3,500万(元)",83,玉器|酒店|宝石|展览|会议
723,广东广业投资集团有限公司,91440000190345316C,"96,237万(元)",132,危险化学品|投资|国际贸易|能源|房地产
724,广东广乐高速公路有限公司,9144010169693015XH,"166,666.67万(元)",82,投资咨询|资产管理|投资管理|财务顾问
725,广东广佛轨道交通有限公司,91440000746270023J,"5,000万(元)",76,线路铺设|管道安装|经营管理|投资|广佛轨道交通
726,广东广垦糖业集团有限公司,91440800783862343T,"65,356.0976万(元)",53,农产品销售|食品生产|房地产租赁|食品添加剂销售|国际贸易|化工品销售
727,广东广州日报传媒股份有限公司,91440000197576715Y,"116,105.8174万(元)",126,房地产出租|汽车销售|出版物印刷|印刷|广告发布
728,广东广弘控股股份有限公司,914400001903435723,"58,379.033万(元)",53,资本市场|国有企业|重组|业务板块|发展战略
729,广东广新投资控股有限公司,914400007811886820,"29,859万(元)",132,
730,广东广晟稀有金属光电新材料有限公司,914401011904480835,"10,000万(元)",59,光电材料|冶金|批发|有色金属|零售
731,广东广正环境科技有限公司,91441302MA4UJN358J,"1,000万(元)",86,新能源技术咨询|清洁生产审核咨询|水土保持方案咨询|环保工程设计|环保管家服务|绿色建筑咨询|能源审计|市政路桥工程检测|合同能源管理|测绘技术咨询
