relationship_id,expert_A_id,expert_B_id,relationship_type,relationship_description,relationship_value
0,120199,030131,论文合作,合作次数,1.0
1,120199,120037,论文合作,合作次数,1.0
2,120199,160051,论文合作,合作次数,1.0
3,120199,150101,论文合作,合作次数,8.0
4,120199,070075,论文合作,合作次数,3.0
5,120199,140022,论文合作,合作次数,3.0
6,120199,140028,论文合作,合作次数,1.0
7,120199,110004,论文合作,合作次数,3.0
8,120199,120271,论文合作,合作次数,3.0
9,120199,006528,论文合作,合作次数,3.0
10,120199,080013,论文合作,合作次数,1.0
11,120199,110142,论文合作,合作次数,2.0
12,120199,180147,论文合作,合作次数,2.0
13,120199,180370,论文合作,合作次数,3.0
14,120199,180274,论文合作,合作次数,2.0
15,120199,190525,论文合作,合作次数,1.0
16,120199,190548,论文合作,合作次数,1.0
17,120199,150177,论文合作,合作次数,1.0
18,120199,020162,论文合作,合作次数,2.0
19,121012,081033,论文合作,合作次数,1.0
20,121012,812191,论文合作,合作次数,1.0
21,121012,121071,论文合作,合作次数,2.0
22,121012,041007,论文合作,合作次数,1.0
23,121012,830904,论文合作,合作次数,1.0
24,121012,131119,论文合作,合作次数,2.0
25,121012,153093,论文合作,合作次数,1.0
26,121012,153097,论文合作,合作次数,1.0
27,121012,812398,论文合作,合作次数,1.0
28,121012,206206,论文合作,合作次数,1.0
29,114009,081056,论文合作,合作次数,1.0
30,114009,812673,论文合作,合作次数,1.0
31,114009,812615,论文合作,合作次数,1.0
32,114009,091017,论文合作,合作次数,1.0
33,114009,812548,论文合作,合作次数,1.0
34,114009,131190,论文合作,合作次数,1.0
35,114009,151079,论文合作,合作次数,1.0
36,114009,101053,论文合作,合作次数,1.0
37,114009,111071,论文合作,合作次数,1.0
38,120048,170317,论文合作,合作次数,5.0
39,120048,140048,论文合作,合作次数,10.0
40,120048,210534,论文合作,合作次数,3.0
41,130015,040233,论文合作,合作次数,1.0
42,130015,130003,论文合作,合作次数,2.0
43,130015,030120,论文合作,合作次数,1.0
44,130015,100012,论文合作,合作次数,8.0
45,130015,190568,论文合作,合作次数,1.0
46,130015,210204,论文合作,合作次数,1.0
47,130015,210530,论文合作,合作次数,2.0
48,130015,210062,论文合作,合作次数,2.0
49,130158,100157,论文合作,合作次数,1.0
50,130158,120034,论文合作,合作次数,1.0
51,130158,144173,论文合作,合作次数,1.0
52,130158,150060,论文合作,合作次数,1.0
53,130158,860189,论文合作,合作次数,1.0
54,130158,130239,论文合作,合作次数,13.0
55,130158,090201,论文合作,合作次数,7.0
56,130158,113061,论文合作,合作次数,1.0
57,130158,006129,论文合作,合作次数,1.0
58,130158,090001,论文合作,合作次数,18.0
59,130158,030160,论文合作,合作次数,4.0
60,130158,183054,论文合作,合作次数,1.0
61,130158,130313,论文合作,合作次数,1.0
62,130158,110182,论文合作,合作次数,4.0
63,130158,180340,论文合作,合作次数,4.0
64,130158,191601,论文合作,合作次数,2.0
65,130158,060187,论文合作,合作次数,1.0
66,130158,203525,论文合作,合作次数,1.0
67,130242,043510,论文合作,合作次数,1.0
68,130242,113705,论文合作,合作次数,1.0
69,130242,100164,论文合作,合作次数,4.0
70,130242,061063,论文合作,合作次数,1.0
71,130242,012134,论文合作,合作次数,34.0
72,130242,011116,论文合作,合作次数,3.0
73,130242,090052,论文合作,合作次数,3.0
74,130242,013040,论文合作,合作次数,3.0
75,130242,011044,论文合作,合作次数,1.0
76,130242,860672,论文合作,合作次数,1.0
77,130242,011008,论文合作,合作次数,22.0
78,130242,060130,论文合作,合作次数,1.0
79,130242,123721,论文合作,合作次数,1.0
80,130242,163530,论文合作,合作次数,1.0
81,130242,142049,论文合作,合作次数,1.0
82,130242,820895,论文合作,合作次数,1.0
83,130242,125507,论文合作,合作次数,1.0
84,130242,860579,论文合作,合作次数,1.0
85,130242,011012,论文合作,合作次数,35.0
86,130242,102032,论文合作,合作次数,1.0
87,130242,150175,论文合作,合作次数,28.0
88,130242,820854,论文合作,合作次数,2.0
89,130242,020159,论文合作,合作次数,1.0
90,130242,015217,论文合作,合作次数,3.0
91,130242,110001,论文合作,合作次数,3.0
92,130242,100026,论文合作,合作次数,3.0
93,130242,030064,论文合作,合作次数,3.0
94,130242,182097,论文合作,合作次数,1.0
95,130242,209684,论文合作,合作次数,1.0
96,130242,215523,论文合作,合作次数,1.0
97,130242,821093,论文合作,合作次数,1.0
98,130242,877098,论文合作,合作次数,1.0
99,130286,170006,论文合作,合作次数,1.0
100,130286,006208,论文合作,合作次数,2.0
101,130286,004175,论文合作,合作次数,7.0
102,130286,030037,论文合作,合作次数,2.0
103,130286,130273,论文合作,合作次数,4.0
104,131187,812645,论文合作,合作次数,1.0
105,131187,101051,论文合作,合作次数,1.0
106,131187,812555,论文合作,合作次数,3.0
107,131187,161129,论文合作,合作次数,1.0
108,131187,131186,论文合作,合作次数,2.0
109,131187,812409,论文合作,合作次数,2.0
110,131188,071052,论文合作,合作次数,1.0
111,131188,812531,论文合作,合作次数,1.0
112,131188,081040,论文合作,合作次数,1.0
113,131188,030051,论文合作,合作次数,1.0
114,131188,041008,论文合作,合作次数,1.0
115,131188,041023,论文合作,合作次数,1.0
116,131188,121026,论文合作,合作次数,1.0
117,131188,812526,论文合作,合作次数,1.0
118,131188,812202,论文合作,合作次数,1.0
119,131188,143110,论文合作,合作次数,1.0
120,131188,150179,论文合作,合作次数,1.0
121,131188,230556,论文合作,合作次数,1.0
122,081027,131120,论文合作,合作次数,2.0
123,081027,131162,论文合作,合作次数,1.0
124,081027,081029,论文合作,合作次数,2.0
125,081027,014077,论文合作,合作次数,1.0
126,081027,812006,论文合作,合作次数,1.0
127,081027,130008,论文合作,合作次数,1.0
128,081056,114009,论文合作,合作次数,1.0
129,081056,860577,论文合作,合作次数,1.0
130,081056,812673,论文合作,合作次数,1.0
131,081056,812402,论文合作,合作次数,1.0
132,081056,123736,论文合作,合作次数,1.0
133,081056,812615,论文合作,合作次数,1.0
134,081056,860541,论文合作,合作次数,1.0
135,081056,014081,论文合作,合作次数,1.0
136,081056,091017,论文合作,合作次数,1.0
137,081056,151079,论文合作,合作次数,1.0
138,081056,111071,论文合作,合作次数,1.0
139,081056,083568,论文合作,合作次数,1.0
140,081056,213575,论文合作,合作次数,1.0
141,860577,081056,论文合作,合作次数,1.0
142,860577,103621,论文合作,合作次数,1.0
143,860577,860188,论文合作,合作次数,2.0
144,860577,860562,论文合作,合作次数,3.0
145,860577,043531,论文合作,合作次数,1.0
146,860577,860191,论文合作,合作次数,1.0
147,860577,812402,论文合作,合作次数,1.0
148,860577,043516,论文合作,合作次数,2.0
149,860577,860190,论文合作,合作次数,5.0
150,860577,860686,论文合作,合作次数,1.0
151,860577,153542,论文合作,合作次数,3.0
152,860577,123736,论文合作,合作次数,1.0
153,860577,133802,论文合作,合作次数,1.0
154,860577,153572,论文合作,合作次数,1.0
155,860577,133780,论文合作,合作次数,1.0
156,860577,133813,论文合作,合作次数,2.0
157,860577,143553,论文合作,合作次数,1.0
158,860577,860189,论文合作,合作次数,4.0
159,860577,860424,论文合作,合作次数,1.0
160,860577,860925,论文合作,合作次数,1.0
161,860577,860059,论文合作,合作次数,2.0
162,860577,860541,论文合作,合作次数,1.0
163,860577,860590,论文合作,合作次数,1.0
164,860577,014081,论文合作,合作次数,3.0
165,860577,860172,论文合作,合作次数,1.0
166,860577,860595,论文合作,合作次数,1.0
167,860577,091017,论文合作,合作次数,1.0
168,860577,043504,论文合作,合作次数,1.0
169,860577,163543,论文合作,合作次数,2.0
170,860577,860646,论文合作,合作次数,3.0
171,860577,860185,论文合作,合作次数,5.0
172,860577,163553,论文合作,合作次数,2.0
173,860577,113685,论文合作,合作次数,1.0
174,860577,113711,论文合作,合作次数,1.0
175,860577,860371,论文合作,合作次数,2.0
176,860577,860511,论文合作,合作次数,1.0
177,860577,153510,论文合作,合作次数,1.0
178,860577,860662,论文合作,合作次数,2.0
179,860577,111036,论文合作,合作次数,2.0
180,860577,143510,论文合作,合作次数,1.0
181,860577,143546,论文合作,合作次数,2.0
182,860577,860383,论文合作,合作次数,1.0
183,860577,143542,论文合作,合作次数,2.0
184,860577,860231,论文合作,合作次数,1.0
185,860577,860786,论文合作,合作次数,2.0
186,860577,153503,论文合作,合作次数,3.0
187,860577,153504,论文合作,合作次数,4.0
188,860577,153549,论文合作,合作次数,1.0
189,860577,123727,论文合作,合作次数,2.0
190,860577,113698,论文合作,合作次数,1.0
191,860577,860852,论文合作,合作次数,1.0
192,860577,153531,论文合作,合作次数,1.0
193,860577,113717,论文合作,合作次数,3.0
194,860577,043538,论文合作,合作次数,1.0
195,860577,143548,论文合作,合作次数,2.0
196,860577,111071,论文合作,合作次数,1.0
197,860577,860919,论文合作,合作次数,2.0
198,860577,005300,论文合作,合作次数,1.0
199,860577,173506,论文合作,合作次数,2.0
200,860577,203502,论文合作,合作次数,2.0
201,860577,083568,论文合作,合作次数,4.0
202,860577,163539,论文合作,合作次数,2.0
203,860577,213575,论文合作,合作次数,8.0
204,860577,213626,论文合作,合作次数,4.0
205,860577,860174,论文合作,合作次数,1.0
206,860577,860176,论文合作,合作次数,2.0
207,860577,860423,论文合作,合作次数,1.0
208,860577,762138,论文合作,合作次数,1.0
209,860788,043537,论文合作,合作次数,1.0
210,860788,130025,论文合作,合作次数,1.0
211,860788,153528,论文合作,合作次数,1.0
212,860788,123731,论文合作,合作次数,2.0
213,860788,153546,论文合作,合作次数,1.0
214,860788,860789,论文合作,合作次数,1.0
215,100135,120219,论文合作,合作次数,1.0
216,100135,080117,论文合作,合作次数,2.0
217,100157,130158,论文合作,合作次数,1.0
218,100157,070017,论文合作,合作次数,2.0
219,100157,060005,论文合作,合作次数,2.0
220,100157,860189,论文合作,合作次数,1.0
221,100157,160302,论文合作,合作次数,1.0
222,100157,140134,论文合作,合作次数,2.0
223,100157,090065,论文合作,合作次数,11.0
224,100157,080059,论文合作,合作次数,13.0
225,100157,070143,论文合作,合作次数,1.0
226,100157,006129,论文合作,合作次数,1.0
227,100157,060004,论文合作,合作次数,18.0
228,103621,860577,论文合作,合作次数,1.0
229,103621,860562,论文合作,合作次数,1.0
230,103621,005671,论文合作,合作次数,4.0
231,103621,860646,论文合作,合作次数,2.0
232,103621,113711,论文合作,合作次数,1.0
233,103621,143546,论文合作,合作次数,2.0
234,103621,153531,论文合作,合作次数,1.0
235,103621,005300,论文合作,合作次数,6.0
236,104032,812691,论文合作,合作次数,2.0
237,104032,104024,论文合作,合作次数,1.0
238,104032,094013,论文合作,合作次数,2.0
239,104032,104012,论文合作,合作次数,2.0
240,104032,812572,论文合作,合作次数,2.0
241,104032,812008,论文合作,合作次数,2.0
242,104032,074012,论文合作,合作次数,2.0
243,104032,154244,论文合作,合作次数,1.0
244,104032,124030,论文合作,合作次数,1.0
245,104032,164325,论文合作,合作次数,1.0
246,104032,124130,论文合作,合作次数,1.0
247,104032,812383,论文合作,合作次数,1.0
248,104032,104019,论文合作,合作次数,2.0
249,104032,014081,论文合作,合作次数,2.0
250,104032,104008,论文合作,合作次数,1.0
251,104032,094025,论文合作,合作次数,1.0
252,104032,124098,论文合作,合作次数,1.0
253,104032,114006,论文合作,合作次数,1.0
254,104032,074005,论文合作,合作次数,2.0
255,104032,124034,论文合作,合作次数,2.0
256,104032,094004,论文合作,合作次数,1.0
257,104032,124096,论文合作,合作次数,2.0
258,104032,124092,论文合作,合作次数,2.0
259,104032,104013,论文合作,合作次数,2.0
260,104032,184072,论文合作,合作次数,1.0
261,104032,042003,论文合作,合作次数,1.0
262,121047,812298,论文合作,合作次数,1.0
263,121047,812531,论文合作,合作次数,1.0
264,121047,030051,论文合作,合作次数,1.0
265,121047,061069,论文合作,合作次数,1.0
266,121047,121026,论文合作,合作次数,1.0
267,121047,130004,论文合作,合作次数,1.0
268,121069,812388,论文合作,合作次数,1.0
269,121069,111044,论文合作,合作次数,1.0
270,121069,011065,论文合作,合作次数,1.0
271,850758,075035,论文合作,合作次数,1.0
272,850758,155378,论文合作,合作次数,1.0
273,850758,175359,论文合作,合作次数,1.0
274,850758,175373,论文合作,合作次数,1.0
275,850758,165466,论文合作,合作次数,1.0
276,091072,081069,论文合作,合作次数,3.0
277,091072,812085,论文合作,合作次数,1.0
278,091072,111058,论文合作,合作次数,1.0
279,091072,051085,论文合作,合作次数,3.0
280,092003,120272,论文合作,合作次数,1.0
281,092003,120019,论文合作,合作次数,1.0
282,123093,073041,论文合作,合作次数,1.0
283,123093,093059,论文合作,合作次数,1.0
284,123093,113060,论文合作,合作次数,2.0
285,123093,120233,论文合作,合作次数,1.0
286,123093,103001,论文合作,合作次数,1.0
287,123093,073104,论文合作,合作次数,1.0
288,123093,073034,论文合作,合作次数,1.0
289,123093,113059,论文合作,合作次数,1.0
290,123093,083060,论文合作,合作次数,1.0
291,123093,063033,论文合作,合作次数,2.0
292,123093,113063,论文合作,合作次数,1.0
293,123093,180346,论文合作,合作次数,1.0
294,123093,210537,论文合作,合作次数,1.0
295,123093,220584,论文合作,合作次数,1.0
296,124039,812009,论文合作,合作次数,1.0
297,860188,860577,论文合作,合作次数,2.0
298,860188,043510,论文合作,合作次数,1.0
299,860188,133803,论文合作,合作次数,1.0
300,860188,860191,论文合作,合作次数,4.0
301,860188,860190,论文合作,合作次数,1.0
302,860188,133786,论文合作,合作次数,1.0
303,860188,153572,论文合作,合作次数,1.0
304,860188,133780,论文合作,合作次数,1.0
305,860188,860189,论文合作,合作次数,5.0
306,860188,860424,论文合作,合作次数,1.0
307,860188,860059,论文合作,合作次数,1.0
308,860188,014081,论文合作,合作次数,1.0
309,860188,860186,论文合作,合作次数,1.0
310,860188,133831,论文合作,合作次数,1.0
311,860188,860595,论文合作,合作次数,1.0
312,860188,043504,论文合作,合作次数,1.0
313,860188,124121,论文合作,合作次数,1.0
314,860188,163540,论文合作,合作次数,1.0
315,860188,860185,论文合作,合作次数,15.0
316,860188,163553,论文合作,合作次数,1.0
317,860188,113685,论文合作,合作次数,1.0
318,860188,860520,论文合作,合作次数,1.0
319,860188,860511,论文合作,合作次数,1.0
320,860188,153510,论文合作,合作次数,1.0
321,860188,111036,论文合作,合作次数,1.0
322,860188,860231,论文合作,合作次数,1.0
323,860188,860448,论文合作,合作次数,2.0
324,860188,123747,论文合作,合作次数,1.0
325,860188,860236,论文合作,合作次数,1.0
326,860188,860579,论文合作,合作次数,1.0
327,860188,162084,论文合作,合作次数,1.0
328,860188,860775,论文合作,合作次数,2.0
329,860188,120042,论文合作,合作次数,2.0
330,860188,153531,论文合作,合作次数,1.0
331,860188,113717,论文合作,合作次数,3.0
332,860188,102002,论文合作,合作次数,1.0
333,860188,760309,论文合作,合作次数,1.0
334,860188,203566,论文合作,合作次数,1.0
335,860188,203551,论文合作,合作次数,1.0
336,860188,083568,论文合作,合作次数,1.0
337,860188,153575,论文合作,合作次数,1.0
338,860188,213575,论文合作,合作次数,1.0
339,860188,760148,论文合作,合作次数,1.0
340,860188,213626,论文合作,合作次数,1.0
341,860188,860174,论文合作,合作次数,2.0
342,860188,860176,论文合作,合作次数,2.0
343,860188,860423,论文合作,合作次数,2.0
344,860188,233513,论文合作,合作次数,1.0
345,860188,233538,论文合作,合作次数,2.0
346,860188,233539,论文合作,合作次数,1.0
347,860351,860362,论文合作,合作次数,1.0
348,860351,860363,论文合作,合作次数,1.0
349,860351,860359,论文合作,合作次数,1.0
350,860351,014081,论文合作,合作次数,2.0
351,860351,860630,论文合作,合作次数,2.0
352,860351,203530,论文合作,合作次数,1.0
353,860351,213642,论文合作,合作次数,1.0
354,860351,203524,论文合作,合作次数,1.0
355,860351,860343,论文合作,合作次数,1.0
356,860351,860365,论文合作,合作次数,1.0
357,860351,860336,论文合作,合作次数,1.0
358,860496,860562,论文合作,合作次数,1.0
359,860496,131137,论文合作,合作次数,1.0
360,860496,123738,论文合作,合作次数,2.0
361,860496,153550,论文合作,合作次数,3.0
362,860496,043526,论文合作,合作次数,5.0
363,860496,123771,论文合作,合作次数,1.0
364,860496,213628,论文合作,合作次数,2.0
365,860496,860425,论文合作,合作次数,2.0
366,860546,163526,论文合作,合作次数,2.0
367,860546,103607,论文合作,合作次数,4.0
368,860546,860562,论文合作,合作次数,8.0
369,860546,143522,论文合作,合作次数,6.0
370,860546,123758,论文合作,合作次数,1.0
371,860546,860686,论文合作,合作次数,2.0
372,860546,123736,论文合作,合作次数,5.0
373,860546,083571,论文合作,合作次数,8.0
374,860546,860646,论文合作,合作次数,1.0
375,860546,860532,论文合作,合作次数,1.0
376,860546,133826,论文合作,合作次数,7.0
377,860546,860697,论文合作,合作次数,1.0
378,860546,860695,论文合作,合作次数,1.0
379,860546,090104,论文合作,合作次数,1.0
380,860546,160300,论文合作,合作次数,1.0
381,860546,760713,论文合作,合作次数,5.0
382,860546,203550,论文合作,合作次数,1.0
383,860546,203503,论文合作,合作次数,7.0
384,860546,153526,论文合作,合作次数,7.0
385,860546,213577,论文合作,合作次数,7.0
386,860546,203547,论文合作,合作次数,5.0
387,860546,203545,论文合作,合作次数,2.0
388,860546,233539,论文合作,合作次数,3.0
389,860546,230510,论文合作,合作次数,1.0
390,170218,170013,论文合作,合作次数,1.0
391,170218,170217,论文合作,合作次数,1.0
392,170218,170277,论文合作,合作次数,2.0
393,170218,180150,论文合作,合作次数,3.0
394,170218,180151,论文合作,合作次数,1.0
395,170218,160012,论文合作,合作次数,2.0
396,170218,160029,论文合作,合作次数,2.0
397,170218,150008,论文合作,合作次数,2.0
398,170218,170009,论文合作,合作次数,1.0
399,170218,140055,论文合作,合作次数,1.0
400,170218,170113,论文合作,合作次数,4.0
401,170218,170164,论文合作,合作次数,1.0
402,170218,150044,论文合作,合作次数,1.0
403,170218,180250,论文合作,合作次数,2.0
404,170218,180276,论文合作,合作次数,8.0
405,170218,180241,论文合作,合作次数,3.0
406,170218,180297,论文合作,合作次数,1.0
407,170218,180296,论文合作,合作次数,1.0
408,170218,180291,论文合作,合作次数,2.0
409,170218,190532,论文合作,合作次数,2.0
410,170218,190141,论文合作,合作次数,1.0
411,170218,190095,论文合作,合作次数,1.0
412,170218,190216,论文合作,合作次数,3.0
413,170218,200546,论文合作,合作次数,1.0
414,170218,200119,论文合作,合作次数,1.0
415,170218,200228,论文合作,合作次数,3.0
416,170218,210168,论文合作,合作次数,1.0
417,170218,220510,论文合作,合作次数,1.0
418,170218,220512,论文合作,合作次数,1.0
419,170221,170264,论文合作,合作次数,3.0
420,170221,161001,论文合作,合作次数,2.0
421,170221,065504,论文合作,合作次数,1.0
422,170221,160293,论文合作,合作次数,1.0
423,170221,053051,论文合作,合作次数,1.0
424,170221,180231,论文合作,合作次数,1.0
425,170221,180234,论文合作,合作次数,5.0
426,170221,180235,论文合作,合作次数,1.0
427,170221,760352,论文合作,合作次数,1.0
428,170221,190012,论文合作,合作次数,1.0
429,170221,190026,论文合作,合作次数,1.0
430,170221,190114,论文合作,合作次数,2.0
431,170221,190120,论文合作,合作次数,3.0
432,170221,200154,论文合作,合作次数,6.0
433,170221,200169,论文合作,合作次数,2.0
434,170221,200093,论文合作,合作次数,1.0
435,170221,210050,论文合作,合作次数,3.0
436,170221,170071,论文合作,合作次数,1.0
437,170221,170270,论文合作,合作次数,5.0
438,170221,170070,论文合作,合作次数,1.0
439,170223,110164,论文合作,合作次数,1.0
440,170226,170122,论文合作,合作次数,1.0
441,170226,070074,论文合作,合作次数,1.0
442,170227,160215,论文合作,合作次数,1.0
443,170227,150047,论文合作,合作次数,5.0
444,170227,160214,论文合作,合作次数,1.0
445,170227,190117,论文合作,合作次数,3.0
446,170227,190083,论文合作,合作次数,1.0
447,170230,200108,论文合作,合作次数,1.0
448,170232,006380,论文合作,合作次数,13.0
449,170232,020027,论文合作,合作次数,2.0
450,170232,140252,论文合作,合作次数,1.0
451,170232,180399,论文合作,合作次数,1.0
452,170232,190041,论文合作,合作次数,1.0
453,170232,190007,论文合作,合作次数,1.0
454,170232,140030,论文合作,合作次数,1.0
455,170234,150022,论文合作,合作次数,8.0
456,170235,160022,论文合作,合作次数,2.0
457,170237,090203,论文合作,合作次数,4.0
458,170238,140015,论文合作,合作次数,1.0
459,170239,080111,论文合作,合作次数,1.0
460,170239,130007,论文合作,合作次数,2.0
461,170239,160040,论文合作,合作次数,1.0
462,170239,140005,论文合作,合作次数,1.0
463,170239,006415,论文合作,合作次数,1.0
464,170239,090203,论文合作,合作次数,2.0
465,170239,160039,论文合作,合作次数,7.0
466,170239,190302,论文合作,合作次数,1.0
467,170239,210229,论文合作,合作次数,1.0
468,170251,170181,论文合作,合作次数,3.0
469,170251,053035,论文合作,合作次数,1.0
470,170251,132504,论文合作,合作次数,1.0
471,170251,170060,论文合作,合作次数,1.0
472,170251,170059,论文合作,合作次数,4.0
473,170251,132503,论文合作,合作次数,1.0
474,170251,165466,论文合作,合作次数,1.0
475,170251,180113,论文合作,合作次数,1.0
476,170251,770547,论文合作,合作次数,1.0
477,170251,180237,论文合作,合作次数,2.0
478,170252,170169,论文合作,合作次数,6.0
479,170252,140132,论文合作,合作次数,1.0
480,170252,006483,论文合作,合作次数,1.0
481,170252,160236,论文合作,合作次数,6.0
482,170252,190084,论文合作,合作次数,1.0
483,170255,190007,论文合作,合作次数,1.0
484,170258,005818,论文合作,合作次数,1.0
485,170258,190017,论文合作,合作次数,1.0
486,170258,190041,论文合作,合作次数,1.0
487,170258,190090,论文合作,合作次数,1.0
488,170258,190279,论文合作,合作次数,1.0
489,170259,160068,论文合作,合作次数,1.0
490,170259,160355,论文合作,合作次数,1.0
491,170259,110175,论文合作,合作次数,2.0
492,170259,080081,论文合作,合作次数,1.0
493,170261,160181,论文合作,合作次数,1.0
494,170263,180079,论文合作,合作次数,1.0
495,170264,170221,论文合作,合作次数,3.0
496,170264,161001,论文合作,合作次数,1.0
497,170264,170019,论文合作,合作次数,1.0
498,170264,180234,论文合作,合作次数,2.0
499,170264,190012,论文合作,合作次数,1.0
500,170264,190114,论文合作,合作次数,2.0
501,170264,190120,论文合作,合作次数,1.0
502,170264,200154,论文合作,合作次数,1.0
503,170264,200169,论文合作,合作次数,1.0
504,170264,200093,论文合作,合作次数,1.0
505,170264,210066,论文合作,合作次数,1.0
506,170264,170270,论文合作,合作次数,2.0
507,821998,820857,论文合作,合作次数,1.0
508,821998,122021,论文合作,合作次数,1.0
509,821998,182016,论文合作,合作次数,1.0
510,821998,821585,论文合作,合作次数,1.0
511,822010,820921,论文合作,合作次数,1.0
512,822010,821991,论文合作,合作次数,1.0
513,822010,820864,论文合作,合作次数,1.0
514,822010,102037,论文合作,合作次数,1.0
515,822010,102032,论文合作,合作次数,1.0
516,822010,724586,论文合作,合作次数,1.0
517,822010,142018,论文合作,合作次数,1.0
518,822010,821442,论文合作,合作次数,1.0
519,822010,820811,论文合作,合作次数,1.0
520,822010,820854,论文合作,合作次数,1.0
521,822010,822059,论文合作,合作次数,1.0
522,822010,132037,论文合作,合作次数,1.0
523,822010,122017,论文合作,合作次数,1.0
524,822010,820876,论文合作,合作次数,1.0
525,830072,133033,论文合作,合作次数,5.0
526,830072,030051,论文合作,合作次数,2.0
527,830072,063057,论文合作,合作次数,1.0
528,830072,070159,论文合作,合作次数,1.0
529,830072,120236,论文合作,合作次数,6.0
530,830072,113043,论文合作,合作次数,3.0
531,830072,143045,论文合作,合作次数,5.0
532,830072,073075,论文合作,合作次数,1.0
533,830072,230556,论文合作,合作次数,1.0
534,830426,073041,论文合作,合作次数,1.0
535,830426,812008,论文合作,合作次数,1.0
536,830426,830397,论文合作,合作次数,1.0
537,830426,830419,论文合作,合作次数,1.0
538,830426,013040,论文合作,合作次数,1.0
539,830426,073082,论文合作,合作次数,1.0
540,830426,830466,论文合作,合作次数,1.0
541,830426,830391,论文合作,合作次数,1.0
542,830426,090066,论文合作,合作次数,1.0
543,830426,093075,论文合作,合作次数,1.0
544,830426,093076,论文合作,合作次数,1.0
545,830426,063023,论文合作,合作次数,1.0
546,830426,133050,论文合作,合作次数,1.0
547,830426,180231,论文合作,合作次数,1.0
548,830426,180260,论文合作,合作次数,1.0
549,830426,190026,论文合作,合作次数,1.0
550,170013,170218,论文合作,合作次数,1.0
551,170013,170217,论文合作,合作次数,1.0
552,170013,170277,论文合作,合作次数,6.0
553,170013,180150,论文合作,合作次数,1.0
554,170013,180151,论文合作,合作次数,2.0
555,170013,160012,论文合作,合作次数,7.0
556,170013,160029,论文合作,合作次数,4.0
557,170013,150008,论文合作,合作次数,6.0
558,170013,170009,论文合作,合作次数,3.0
559,170013,140055,论文合作,合作次数,1.0
560,170013,170113,论文合作,合作次数,1.0
561,170013,170164,论文合作,合作次数,1.0
562,170013,150044,论文合作,合作次数,1.0
563,170013,180250,论文合作,合作次数,5.0
564,170013,180241,论文合作,合作次数,3.0
565,170013,180297,论文合作,合作次数,1.0
566,170013,180296,论文合作,合作次数,1.0
567,170013,180291,论文合作,合作次数,4.0
568,170013,190532,论文合作,合作次数,3.0
569,170013,190141,论文合作,合作次数,1.0
570,170013,190095,论文合作,合作次数,1.0
571,170013,190216,论文合作,合作次数,5.0
572,170013,190531,论文合作,合作次数,6.0
573,170013,200546,论文合作,合作次数,2.0
574,170013,200119,论文合作,合作次数,3.0
575,170013,200228,论文合作,合作次数,1.0
576,170013,220510,论文合作,合作次数,4.0
577,170013,220512,论文合作,合作次数,4.0
578,170013,220511,论文合作,合作次数,2.0
579,170018,160240,论文合作,合作次数,62.0
580,170018,170141,论文合作,合作次数,1.0
581,170018,150054,论文合作,合作次数,3.0
582,170018,160337,论文合作,合作次数,16.0
583,170018,170019,论文合作,合作次数,2.0
584,170018,150042,论文合作,合作次数,1.0
585,170018,110029,论文合作,合作次数,2.0
586,170018,120018,论文合作,合作次数,2.0
587,170018,871136,论文合作,合作次数,1.0
588,170018,190255,论文合作,合作次数,5.0
589,170021,170141,论文合作,合作次数,1.0
590,170075,871071,论文合作,合作次数,2.0
591,170075,860696,论文合作,合作次数,1.0
592,170075,111121,论文合作,合作次数,1.0
593,170075,051069,论文合作,合作次数,1.0
594,170075,812298,论文合作,合作次数,1.0
595,170075,153538,论文合作,合作次数,1.0
596,170075,081033,论文合作,合作次数,1.0
597,170075,871096,论文合作,合作次数,1.0
598,170075,860686,论文合作,合作次数,1.0
599,170075,071453,论文合作,合作次数,1.0
600,170075,152509,论文合作,合作次数,1.0
601,170075,152501,论文合作,合作次数,1.0
602,170075,871081,论文合作,合作次数,1.0
603,170075,153536,论文合作,合作次数,1.0
604,170075,093093,论文合作,合作次数,1.0
605,170075,152511,论文合作,合作次数,1.0
606,170075,123720,论文合作,合作次数,1.0
607,170075,162506,论文合作,合作次数,1.0
608,170075,041016,论文合作,合作次数,1.0
609,170075,871134,论文合作,合作次数,1.0
610,170075,871076,论文合作,合作次数,1.0
611,170075,830391,论文合作,合作次数,1.0
612,170075,872096,论文合作,合作次数,1.0
613,170075,006069,论文合作,合作次数,4.0
614,170075,110002,论文合作,合作次数,22.0
615,170075,172008,论文合作,合作次数,1.0
616,170075,172502,论文合作,合作次数,1.0
617,170075,142509,论文合作,合作次数,1.0
618,170075,160293,论文合作,合作次数,1.0
619,170075,150036,论文合作,合作次数,1.0
620,170075,871093,论文合作,合作次数,1.0
621,170075,822060,论文合作,合作次数,1.0
622,170075,014179,论文合作,合作次数,1.0
623,170075,100022,论文合作,合作次数,2.0
624,170075,120019,论文合作,合作次数,1.0
625,170075,100137,论文合作,合作次数,1.0
626,170075,770391,论文合作,合作次数,1.0
627,170075,770193,论文合作,合作次数,1.0
628,170075,730255,论文合作,合作次数,1.0
629,170075,191601,论文合作,合作次数,1.0
630,170075,190355,论文合作,合作次数,3.0
631,170097,160012,论文合作,合作次数,1.0
632,170097,170009,论文合作,合作次数,2.0
633,170097,140055,论文合作,合作次数,1.0
