relationship_id,expert_A_id,expert_B_id,relationship_type,relationship_description,relationship_value
6271,150014,210531,论文合作,合作次数,8.0
6272,150038,130152,论文合作,合作次数,5.0
6273,150038,140015,论文合作,合作次数,5.0
6274,150038,070139,论文合作,合作次数,5.0
6275,150038,150045,论文合作,合作次数,5.0
6276,150038,140063,论文合作,合作次数,6.0
6277,150038,004567,论文合作,合作次数,5.0
6278,150038,180729,论文合作,合作次数,6.0
6279,133786,860188,论文合作,合作次数,1.0
6280,133786,043510,论文合作,合作次数,1.0
6281,133786,043511,论文合作,合作次数,10.0
6282,133786,133803,论文合作,合作次数,1.0
6283,133786,083562,论文合作,合作次数,10.0
6284,133786,860696,论文合作,合作次数,1.0
6285,133786,120034,论文合作,合作次数,1.0
6286,133786,860838,论文合作,合作次数,1.0
6287,133786,160266,论文合作,合作次数,1.0
6288,133786,860248,论文合作,合作次数,2.0
6289,133786,860364,论文合作,合作次数,1.0
6290,133786,103620,论文合作,合作次数,1.0
6291,133786,113715,论文合作,合作次数,1.0
6292,133786,860595,论文合作,合作次数,1.0
6293,133786,043515,论文合作,合作次数,1.0
6294,133786,860217,论文合作,合作次数,1.0
6295,133786,013011,论文合作,合作次数,4.0
6296,133786,133781,论文合作,合作次数,4.0
6297,133786,860185,论文合作,合作次数,1.0
6298,133786,860337,论文合作,合作次数,1.0
6299,133786,163511,论文合作,合作次数,6.0
6300,133786,860335,论文合作,合作次数,1.0
6301,133786,123747,论文合作,合作次数,14.0
6302,133786,860579,论文合作,合作次数,1.0
6303,133786,043514,论文合作,合作次数,1.0
6304,133786,821518,论文合作,合作次数,1.0
6305,133786,860334,论文合作,合作次数,1.0
6306,133786,153531,论文合作,合作次数,1.0
6307,133786,013096,论文合作,合作次数,4.0
6308,133786,760710,论文合作,合作次数,3.0
6309,133786,213576,论文合作,合作次数,4.0
6310,133786,860343,论文合作,合作次数,1.0
6311,133786,860209,论文合作,合作次数,12.0
6312,133786,860365,论文合作,合作次数,1.0
6313,133786,860336,论文合作,合作次数,1.0
6314,133786,860423,论文合作,合作次数,1.0
6315,113078,830328,论文合作,合作次数,1.0
6316,113078,206216,论文合作,合作次数,1.0
6317,143010,043004,论文合作,合作次数,1.0
6318,143010,043011,论文合作,合作次数,1.0
6319,143010,831247,论文合作,合作次数,8.0
6320,143010,053022,论文合作,合作次数,3.0
6321,143010,073046,论文合作,合作次数,1.0
6322,143010,123100,论文合作,合作次数,7.0
6323,143010,093082,论文合作,合作次数,1.0
6324,143010,103095,论文合作,合作次数,2.0
6325,143010,153063,论文合作,合作次数,1.0
6326,143010,123034,论文合作,合作次数,2.0
6327,143010,093011,论文合作,合作次数,1.0
6328,143010,103003,论文合作,合作次数,2.0
6329,143010,153073,论文合作,合作次数,1.0
6330,143010,731427,论文合作,合作次数,1.0
6331,143527,143525,论文合作,合作次数,1.0
6332,143527,860588,论文合作,合作次数,2.0
6333,143527,123738,论文合作,合作次数,3.0
6334,143527,860509,论文合作,合作次数,1.0
6335,143527,860433,论文合作,合作次数,2.0
6336,143527,103614,论文合作,合作次数,2.0
6337,143527,083570,论文合作,合作次数,2.0
6338,143527,103603,论文合作,合作次数,2.0
6339,143527,860589,论文合作,合作次数,2.0
6340,143527,123746,论文合作,合作次数,1.0
6341,143527,860586,论文合作,合作次数,1.0
6342,143527,860592,论文合作,合作次数,1.0
6343,143527,760406,论文合作,合作次数,2.0
6344,006380,170232,论文合作,合作次数,13.0
6345,006380,012023,论文合作,合作次数,1.0
6346,006380,120264,论文合作,合作次数,1.0
6347,006380,004868,论文合作,合作次数,1.0
6348,006380,006261,论文合作,合作次数,1.0
6349,006380,005426,论文合作,合作次数,3.0
6350,006380,060130,论文合作,合作次数,2.0
6351,006380,020088,论文合作,合作次数,3.0
6352,006380,011012,论文合作,合作次数,2.0
6353,006380,020027,论文合作,合作次数,2.0
6354,006380,012128,论文合作,合作次数,4.0
6355,006380,140252,论文合作,合作次数,12.0
6356,006380,110005,论文合作,合作次数,1.0
6357,006380,110038,论文合作,合作次数,1.0
6358,006380,180399,论文合作,合作次数,3.0
6359,006380,190041,论文合作,合作次数,1.0
6360,006380,190007,论文合作,合作次数,1.0
6361,006380,200524,论文合作,合作次数,1.0
6362,006380,140030,论文合作,合作次数,1.0
6363,160023,150047,论文合作,合作次数,8.0
6364,160023,130256,论文合作,合作次数,3.0
6365,160023,006483,论文合作,合作次数,1.0
6366,160023,150026,论文合作,合作次数,1.0
6367,160023,130027,论文合作,合作次数,67.0
6368,160023,180273,论文合作,合作次数,2.0
6369,160023,180377,论文合作,合作次数,43.0
6370,160023,190570,论文合作,合作次数,16.0
6371,160023,200588,论文合作,合作次数,2.0
6372,160023,220556,论文合作,合作次数,14.0
6373,160265,011093,论文合作,合作次数,1.0
6374,160265,160266,论文合作,合作次数,3.0
6375,160265,160267,论文合作,合作次数,8.0
6376,160265,073031,论文合作,合作次数,1.0
6377,160265,153564,论文合作,合作次数,1.0
6378,160265,170019,论文合作,合作次数,2.0
6379,160265,150042,论文合作,合作次数,9.0
6380,160265,063038,论文合作,合作次数,1.0
6381,160265,190255,论文合作,合作次数,1.0
6382,160270,170168,论文合作,合作次数,1.0
6383,160270,170169,论文合作,合作次数,1.0
6384,160270,170133,论文合作,合作次数,4.0
6385,160270,160236,论文合作,合作次数,3.0
6386,170016,160068,论文合作,合作次数,1.0
6387,170016,100006,论文合作,合作次数,1.0
6388,170016,150002,论文合作,合作次数,11.0
6389,170192,100018,论文合作,合作次数,1.0
6390,814042,815635,论文合作,合作次数,1.0
6391,814042,812191,论文合作,合作次数,2.0
6392,814042,812560,论文合作,合作次数,3.0
6393,020144,040101,论文合作,合作次数,54.0
6394,020144,006654,论文合作,合作次数,62.0
6395,110128,120291,论文合作,合作次数,2.0
6396,150001,120142,论文合作,合作次数,1.0
6397,150001,160013,论文合作,合作次数,1.0
6398,150001,005936,论文合作,合作次数,1.0
6399,150001,090201,论文合作,合作次数,3.0
6400,150001,120042,论文合作,合作次数,1.0
6401,150001,090001,论文合作,合作次数,4.0
6402,150001,130313,论文合作,合作次数,1.0
6403,150001,110182,论文合作,合作次数,1.0
6404,150001,190523,论文合作,合作次数,1.0
6405,083559,104024,论文合作,合作次数,1.0
6406,083559,143533,论文合作,合作次数,3.0
6407,083559,133791,论文合作,合作次数,1.0
6408,083559,153572,论文合作,合作次数,1.0
6409,083559,860307,论文合作,合作次数,4.0
6410,083559,103597,论文合作,合作次数,1.0
6411,083559,163517,论文合作,合作次数,1.0
6412,083559,860289,论文合作,合作次数,4.0
6413,083559,860300,论文合作,合作次数,1.0
6414,083559,103610,论文合作,合作次数,1.0
6415,083559,133800,论文合作,合作次数,1.0
6416,083559,094006,论文合作,合作次数,1.0
6417,083559,153503,论文合作,合作次数,1.0
6418,083559,860775,论文合作,合作次数,2.0
6419,083559,143551,论文合作,合作次数,1.0
6420,083559,153537,论文合作,合作次数,2.0
6421,083559,860262,论文合作,合作次数,1.0
6422,083559,134189,论文合作,合作次数,1.0
6423,083559,203542,论文合作,合作次数,1.0
6424,083559,233535,论文合作,合作次数,1.0
6425,123736,081056,论文合作,合作次数,1.0
6426,123736,860577,论文合作,合作次数,1.0
6427,123736,860546,论文合作,合作次数,5.0
6428,123736,163526,论文合作,合作次数,2.0
6429,123736,103607,论文合作,合作次数,3.0
6430,123736,860562,论文合作,合作次数,4.0
6431,123736,143522,论文合作,合作次数,4.0
6432,123736,812402,论文合作,合作次数,1.0
6433,123736,123758,论文合作,合作次数,1.0
6434,123736,860686,论文合作,合作次数,1.0
6435,123736,111062,论文合作,合作次数,1.0
6436,123736,860424,论文合作,合作次数,1.0
6437,123736,124078,论文合作,合作次数,1.0
6438,123736,860541,论文合作,合作次数,2.0
6439,123736,014081,论文合作,合作次数,1.0
6440,123736,143538,论文合作,合作次数,1.0
6441,123736,091017,论文合作,合作次数,1.0
6442,123736,083571,论文合作,合作次数,4.0
6443,123736,860646,论文合作,合作次数,1.0
6444,123736,860532,论文合作,合作次数,1.0
6445,123736,133826,论文合作,合作次数,2.0
6446,123736,860695,论文合作,合作次数,1.0
6447,123736,111071,论文合作,合作次数,1.0
6448,123736,760713,论文合作,合作次数,1.0
6449,123736,760406,论文合作,合作次数,1.0
6450,123736,203550,论文合作,合作次数,1.0
6451,123736,203503,论文合作,合作次数,3.0
6452,123736,083568,论文合作,合作次数,1.0
6453,123736,153526,论文合作,合作次数,3.0
6454,123736,213577,论文合作,合作次数,5.0
6455,123736,213575,论文合作,合作次数,1.0
6456,123736,203547,论文合作,合作次数,3.0
6457,123736,203545,论文合作,合作次数,1.0
6458,123734,860276,论文合作,合作次数,4.0
6459,123734,103617,论文合作,合作次数,1.0
6460,123734,120233,论文合作,合作次数,2.0
6461,123734,180346,论文合作,合作次数,1.0
6462,123734,203544,论文合作,合作次数,1.0
6463,123734,163539,论文合作,合作次数,2.0
6464,123734,220584,论文合作,合作次数,2.0
6465,124030,104032,论文合作,合作次数,1.0
6466,124030,812691,论文合作,合作次数,1.0
6467,124030,104024,论文合作,合作次数,1.0
6468,124030,094013,论文合作,合作次数,1.0
6469,124030,104012,论文合作,合作次数,1.0
6470,124030,812572,论文合作,合作次数,1.0
6471,124030,074001,论文合作,合作次数,1.0
6472,124030,812008,论文合作,合作次数,1.0
6473,124030,114011,论文合作,合作次数,1.0
6474,124030,074012,论文合作,合作次数,1.0
6475,124030,154244,论文合作,合作次数,1.0
6476,124030,094015,论文合作,合作次数,1.0
6477,124030,124130,论文合作,合作次数,1.0
6478,124030,051045,论文合作,合作次数,1.0
6479,124030,104019,论文合作,合作次数,1.0
6480,124030,014081,论文合作,合作次数,1.0
6481,124030,104008,论文合作,合作次数,1.0
6482,124030,094025,论文合作,合作次数,1.0
6483,124030,114006,论文合作,合作次数,1.0
6484,124030,074005,论文合作,合作次数,1.0
6485,124030,124034,论文合作,合作次数,1.0
6486,124030,094004,论文合作,合作次数,1.0
6487,124030,124096,论文合作,合作次数,1.0
6488,124030,154235,论文合作,合作次数,1.0
6489,124030,124092,论文合作,合作次数,1.0
6490,124030,124046,论文合作,合作次数,1.0
6491,124030,104013,论文合作,合作次数,1.0
6492,124030,184072,论文合作,合作次数,1.0
6493,124091,074001,论文合作,合作次数,1.0
6494,124091,104010,论文合作,合作次数,1.0
6495,124472,140127,论文合作,合作次数,10.0
6496,812318,051006,论文合作,合作次数,3.0
6497,812318,030051,论文合作,合作次数,2.0
6498,812318,850838,论文合作,合作次数,1.0
6499,812318,091055,论文合作,合作次数,1.0
6500,812318,081055,论文合作,合作次数,1.0
6501,812318,812065,论文合作,合作次数,1.0
6502,812318,812622,论文合作,合作次数,3.0
6503,812318,071022,论文合作,合作次数,1.0
6504,812318,131140,论文合作,合作次数,1.0
6505,162037,162014,论文合作,合作次数,2.0
6506,162037,821880,论文合作,合作次数,2.0
6507,162037,820931,论文合作,合作次数,2.0
6508,060116,030113,论文合作,合作次数,1.0
6509,060116,030009,论文合作,合作次数,3.0
6510,144167,154269,论文合作,合作次数,1.0
6511,144167,812119,论文合作,合作次数,2.0
6512,144167,071780,论文合作,合作次数,1.0
6513,144167,061051,论文合作,合作次数,1.0
6514,144167,101044,论文合作,合作次数,2.0
6515,144167,012082,论文合作,合作次数,1.0
6516,144167,080019,论文合作,合作次数,1.0
6517,144167,100165,论文合作,合作次数,2.0
6518,144167,186409,论文合作,合作次数,3.0
6519,144167,301802,论文合作,合作次数,2.0
6520,144178,120233,论文合作,合作次数,1.0
6521,144178,006419,论文合作,合作次数,1.0
6522,004868,006208,论文合作,合作次数,2.0
6523,004868,006380,论文合作,合作次数,1.0
6524,004868,100159,论文合作,合作次数,35.0
6525,004868,006868,论文合作,合作次数,1.0
6526,004868,006879,论文合作,合作次数,1.0
6527,004868,120120,论文合作,合作次数,1.0
6528,004868,020187,论文合作,合作次数,1.0
6529,004868,005426,论文合作,合作次数,2.0
6530,004868,006014,论文合作,合作次数,2.0
6531,004868,006618,论文合作,合作次数,2.0
6532,004868,020088,论文合作,合作次数,27.0
6533,004868,060142,论文合作,合作次数,5.0
6534,004868,005818,论文合作,合作次数,2.0
6535,004868,005974,论文合作,合作次数,7.0
6536,004868,006073,论文合作,合作次数,1.0
6537,004868,110020,论文合作,合作次数,1.0
6538,004868,120123,论文合作,合作次数,13.0
6539,004868,100012,论文合作,合作次数,2.0
6540,004868,100156,论文合作,合作次数,6.0
6541,004868,180222,论文合作,合作次数,3.0
6542,004868,180271,论文合作,合作次数,3.0
6543,004868,180379,论文合作,合作次数,14.0
6544,004868,190031,论文合作,合作次数,4.0
6545,004868,190563,论文合作,合作次数,2.0
6546,004868,210557,论文合作,合作次数,1.0
6547,004868,210562,论文合作,合作次数,1.0
6548,004868,150050,论文合作,合作次数,2.0
6549,004868,220555,论文合作,合作次数,16.0
6550,004868,230512,论文合作,合作次数,7.0
6551,812320,812190,论文合作,合作次数,1.0
6552,812428,071006,论文合作,合作次数,1.0
6553,812428,111005,论文合作,合作次数,1.0
6554,812428,101000,论文合作,合作次数,1.0
6555,812463,812093,论文合作,合作次数,2.0
6556,812463,811024,论文合作,合作次数,2.0
6557,812593,111060,论文合作,合作次数,2.0
6558,812593,150054,论文合作,合作次数,2.0
6559,812593,121073,论文合作,合作次数,3.0
6560,812593,815720,论文合作,合作次数,1.0
6561,812593,812085,论文合作,合作次数,1.0
6562,812593,131191,论文合作,合作次数,1.0
6563,812593,071040,论文合作,合作次数,1.0
6564,812593,071004,论文合作,合作次数,1.0
6565,812593,812239,论文合作,合作次数,2.0
6566,812593,131192,论文合作,合作次数,1.0
6567,812593,121017,论文合作,合作次数,1.0
6568,133802,860577,论文合作,合作次数,1.0
6569,133802,153542,论文合作,合作次数,1.0
6570,133802,860590,论文合作,合作次数,1.0
6571,133802,860595,论文合作,合作次数,2.0
6572,133802,860383,论文合作,合作次数,1.0
6573,130154,014044,论文合作,合作次数,1.0
6574,130154,006483,论文合作,合作次数,1.0
6575,130154,014185,论文合作,合作次数,1.0
6576,130154,120009,论文合作,合作次数,1.0
6577,130218,040123,论文合作,合作次数,1.0
6578,130218,150013,论文合作,合作次数,1.0
6579,130218,180728,论文合作,合作次数,1.0
6580,131122,012097,论文合作,合作次数,1.0
6581,131122,101021,论文合作,合作次数,1.0
6582,131122,812047,论文合作,合作次数,1.0
6583,131122,091007,论文合作,合作次数,2.0
6584,131122,812469,论文合作,合作次数,1.0
6585,131150,812156,论文合作,合作次数,1.0
6586,131151,812156,论文合作,合作次数,1.0
6587,860615,860648,论文合作,合作次数,1.0
6588,860615,860670,论文合作,合作次数,1.0
6589,860615,163534,论文合作,合作次数,3.0
6590,860615,103605,论文合作,合作次数,3.0
6591,860615,860629,论文合作,合作次数,3.0
6592,860615,860628,论文合作,合作次数,1.0
6593,860615,860262,论文合作,合作次数,1.0
6594,860764,860363,论文合作,合作次数,1.0
6595,860764,860769,论文合作,合作次数,1.0
6596,860764,860646,论文合作,合作次数,1.0
6597,860764,860335,论文合作,合作次数,1.0
6598,860764,113701,论文合作,合作次数,1.0
6599,860764,143546,论文合作,合作次数,1.0
6600,860764,083574,论文合作,合作次数,1.0
6601,860764,860334,论文合作,合作次数,1.0
6602,860764,860766,论文合作,合作次数,1.0
6603,860790,821529,论文合作,合作次数,1.0
6604,860790,133818,论文合作,合作次数,1.0
6605,860790,820867,论文合作,合作次数,1.0
6606,860790,130273,论文合作,合作次数,1.0
6607,860790,153546,论文合作,合作次数,1.0
6608,860790,891003,论文合作,合作次数,1.0
6609,150118,160041,论文合作,合作次数,1.0
6610,150118,100037,论文合作,合作次数,1.0
6611,150118,006373,论文合作,合作次数,1.0
6612,821183,724221,论文合作,合作次数,2.0
6613,821183,172001,论文合作,合作次数,2.0
6614,821183,724568,论文合作,合作次数,1.0
6615,821183,212077,论文合作,合作次数,2.0
6616,872072,112502,论文合作,合作次数,2.0
6617,872072,871040,论文合作,合作次数,2.0
6618,872072,132507,论文合作,合作次数,2.0
6619,872072,873044,论文合作,合作次数,2.0
6620,872072,872104,论文合作,合作次数,2.0
6621,160020,220543,论文合作,合作次数,1.0
6622,821510,122045,论文合作,合作次数,1.0
6623,821510,042032,论文合作,合作次数,1.0
6624,821510,821820,论文合作,合作次数,1.0
6625,821510,112021,论文合作,合作次数,1.0
6626,821510,821125,论文合作,合作次数,1.0
6627,150180,020112,论文合作,合作次数,1.0
6628,150180,150022,论文合作,合作次数,2.0
6629,150180,160046,论文合作,合作次数,8.0
6630,821820,122045,论文合作,合作次数,2.0
6631,821820,124116,论文合作,合作次数,1.0
6632,821820,042032,论文合作,合作次数,3.0
6633,821820,821510,论文合作,合作次数,1.0
6634,821820,112021,论文合作,合作次数,3.0
6635,821820,142035,论文合作,合作次数,1.0
6636,821820,821125,论文合作,合作次数,2.0
6637,830397,830426,论文合作,合作次数,1.0
6638,830397,073041,论文合作,合作次数,2.0
6639,830397,083112,论文合作,合作次数,2.0
6640,830397,812008,论文合作,合作次数,1.0
6641,830397,030051,论文合作,合作次数,1.0
6642,830397,830464,论文合作,合作次数,1.0
6643,830397,830475,论文合作,合作次数,1.0
6644,830397,830419,论文合作,合作次数,1.0
6645,830397,014081,论文合作,合作次数,1.0
6646,830397,120233,论文合作,合作次数,1.0
6647,830397,133140,论文合作,合作次数,1.0
6648,830397,073082,论文合作,合作次数,1.0
6649,830397,073079,论文合作,合作次数,1.0
6650,830397,113085,论文合作,合作次数,1.0
6651,830397,073104,论文合作,合作次数,1.0
6652,830397,830391,论文合作,合作次数,2.0
6653,830397,830453,论文合作,合作次数,1.0
6654,830397,090104,论文合作,合作次数,1.0
6655,830397,093076,论文合作,合作次数,2.0
6656,830397,153108,论文合作,合作次数,1.0
6657,830397,143110,论文合作,合作次数,1.0
6658,830397,150179,论文合作,合作次数,1.0
6659,830397,063023,论文合作,合作次数,1.0
6660,830397,133050,论文合作,合作次数,1.0
6661,830397,113083,论文合作,合作次数,1.0
6662,830397,180231,论文合作,合作次数,1.0
6663,830397,180260,论文合作,合作次数,1.0
6664,830397,180346,论文合作,合作次数,1.0
6665,830397,190026,论文合作,合作次数,1.0
6666,830397,210537,论文合作,合作次数,1.0
6667,830397,210559,论文合作,合作次数,1.0
6668,830397,860281,论文合作,合作次数,1.0
6669,830397,020170,论文合作,合作次数,1.0
6670,830397,831131,论文合作,合作次数,1.0
6671,830397,230510,论文合作,合作次数,1.0
6672,830397,220584,论文合作,合作次数,1.0
6673,830610,830612,论文合作,合作次数,1.0
6674,830610,014081,论文合作,合作次数,3.0
6675,830610,830607,论文合作,合作次数,3.0
6676,830610,830626,论文合作,合作次数,3.0
6677,830612,830610,论文合作,合作次数,1.0
6678,830612,014081,论文合作,合作次数,1.0
6679,830612,830607,论文合作,合作次数,1.0
6680,830612,830626,论文合作,合作次数,1.0
6681,872092,123762,论文合作,合作次数,1.0
6682,872092,871158,论文合作,合作次数,1.0
6683,872092,770095,论文合作,合作次数,1.0
6684,872092,871097,论文合作,合作次数,1.0
6685,060138,130250,论文合作,合作次数,2.0
6686,060178,006120,论文合作,合作次数,1.0
6687,060178,210552,论文合作,合作次数,1.0
6688,724246,102077,论文合作,合作次数,1.0
6689,724246,142089,论文合作,合作次数,2.0
6690,724246,122037,论文合作,合作次数,2.0
6691,724246,124121,论文合作,合作次数,1.0
6692,724246,123753,论文合作,合作次数,1.0
6693,724246,821982,论文合作,合作次数,2.0
6694,724246,152011,论文合作,合作次数,1.0
6695,140211,140054,论文合作,合作次数,13.0
6696,140211,120037,论文合作,合作次数,8.0
6697,140211,004147,论文合作,合作次数,4.0
6698,140211,130350,论文合作,合作次数,2.0
6699,140211,030122,论文合作,合作次数,8.0
6700,140211,170290,论文合作,合作次数,1.0
6701,140211,180086,论文合作,合作次数,1.0
6702,140211,005677,论文合作,合作次数,1.0
6703,140211,190528,论文合作,合作次数,3.0
6704,140211,200022,论文合作,合作次数,1.0
6705,140211,190332,论文合作,合作次数,1.0
6706,140211,200335,论文合作,合作次数,2.0
6707,140211,210529,论文合作,合作次数,4.0
6708,081804,061068,论文合作,合作次数,1.0
6709,081804,091011,论文合作,合作次数,1.0
6710,081804,141119,论文合作,合作次数,1.0
6711,081804,812391,论文合作,合作次数,1.0
6712,081804,091022,论文合作,合作次数,1.0
6713,133782,043510,论文合作,合作次数,3.0
6714,133782,113705,论文合作,合作次数,3.0
6715,133782,860437,论文合作,合作次数,1.0
6716,133782,143538,论文合作,合作次数,1.0
6717,133782,860559,论文合作,合作次数,1.0
6718,133782,143517,论文合作,合作次数,2.0
6719,133782,131134,论文合作,合作次数,1.0
6720,133782,153512,论文合作,合作次数,1.0
6721,120165,170313,论文合作,合作次数,1.0
6722,120165,070174,论文合作,合作次数,1.0
6723,120165,006261,论文合作,合作次数,1.0
6724,120165,130118,论文合作,合作次数,1.0
6725,120171,005051,论文合作,合作次数,1.0
6726,120171,160314,论文合作,合作次数,1.0
6727,830014,820857,论文合作,合作次数,1.0
6728,830014,006234,论文合作,合作次数,1.0
6729,830014,812486,论文合作,合作次数,1.0
6730,830014,063051,论文合作,合作次数,1.0
6731,830014,019608,论文合作,合作次数,1.0
6732,090030,005714,论文合作,合作次数,4.0
6733,090030,040065,论文合作,合作次数,15.0
6734,090030,080016,论文合作,合作次数,1.0
6735,090030,060143,论文合作,合作次数,1.0
6736,090117,200510,论文合作,合作次数,1.0
6737,091024,111028,论文合作,合作次数,4.0
6738,091024,812563,论文合作,合作次数,4.0
6739,091024,812218,论文合作,合作次数,5.0
6740,091024,150017,论文合作,合作次数,2.0
6741,091024,131176,论文合作,合作次数,1.0
6742,091024,153539,论文合作,合作次数,1.0
6743,091024,812027,论文合作,合作次数,4.0
6744,091024,071036,论文合作,合作次数,5.0
6745,091045,131124,论文合作,合作次数,2.0
6746,091045,812475,论文合作,合作次数,2.0
6747,091045,812431,论文合作,合作次数,1.0
6748,091045,812047,论文合作,合作次数,2.0
6749,091045,812469,论文合作,合作次数,2.0
6750,871108,112503,论文合作,合作次数,2.0
6751,871108,871068,论文合作,合作次数,1.0
6752,871108,142512,论文合作,合作次数,1.0
6753,871108,770038,论文合作,合作次数,1.0
6754,871108,112504,论文合作,合作次数,2.0
6755,871108,871105,论文合作,合作次数,1.0
6756,871108,142507,论文合作,合作次数,2.0
6757,871108,162515,论文合作,合作次数,2.0
6758,871108,162514,论文合作,合作次数,1.0
6759,871108,871137,论文合作,合作次数,1.0
6760,830533,830500,论文合作,合作次数,1.0
6761,830533,063029,论文合作,合作次数,1.0
6762,830533,123130,论文合作,合作次数,1.0
6763,830533,083091,论文合作,合作次数,1.0
6764,830533,831206,论文合作,合作次数,1.0
6765,830533,123135,论文合作,合作次数,1.0
6766,830533,831243,论文合作,合作次数,2.0
6767,830533,103058,论文合作,合作次数,1.0
6768,830533,830544,论文合作,合作次数,1.0
6769,830912,133036,论文合作,合作次数,1.0
6770,830912,160016,论文合作,合作次数,1.0
6771,830912,140214,论文合作,合作次数,1.0
6772,830912,830391,论文合作,合作次数,1.0
6773,830912,172008,论文合作,合作次数,1.0
6774,830912,160293,论文合作,合作次数,1.0
6775,141016,812476,论文合作,合作次数,1.0
6776,141016,812402,论文合作,合作次数,1.0
6777,141016,812047,论文合作,合作次数,1.0
6778,141016,812469,论文合作,合作次数,1.0
6779,100159,004868,论文合作,合作次数,35.0
6780,100159,180379,论文合作,合作次数,4.0
6781,101019,812101,论文合作,合作次数,1.0
6782,101019,815035,论文合作,合作次数,1.0
6783,101019,141102,论文合作,合作次数,1.0
6784,101019,061054,论文合作,合作次数,1.0
6785,103103,043044,论文合作,合作次数,1.0
6786,103103,073084,论文合作,合作次数,1.0
6787,103103,183479,论文合作,合作次数,1.0
6788,103103,831131,论文合作,合作次数,1.0
6789,105507,880035,论文合作,合作次数,1.0
6790,105507,880097,论文合作,合作次数,1.0
6791,105507,880140,论文合作,合作次数,1.0
6792,880037,095508,论文合作,合作次数,3.0
6793,880037,065502,论文合作,合作次数,3.0
6794,880138,045501,论文合作,合作次数,2.0
6795,812531,131188,论文合作,合作次数,1.0
6796,812531,121047,论文合作,合作次数,1.0
6797,812531,812685,论文合作,合作次数,1.0
6798,812531,121049,论文合作,合作次数,2.0
6799,812531,812298,论文合作,合作次数,1.0
6800,812531,814041,论文合作,合作次数,1.0
6801,812531,133033,论文合作,合作次数,1.0
6802,812531,131242,论文合作,合作次数,1.0
6803,812531,120274,论文合作,合作次数,4.0
6804,812531,081040,论文合作,合作次数,1.0
6805,812531,030051,论文合作,合作次数,8.0
6806,812531,104021,论文合作,合作次数,1.0
6807,812531,061069,论文合作,合作次数,3.0
6808,812531,120013,论文合作,合作次数,1.0
6809,812531,144216,论文合作,合作次数,9.0
6810,812531,812140,论文合作,合作次数,10.0
6811,812531,121026,论文合作,合作次数,10.0
6812,812531,043029,论文合作,合作次数,3.0
6813,812531,070159,论文合作,合作次数,2.0
6814,812531,071078,论文合作,合作次数,2.0
6815,812531,120236,论文合作,合作次数,6.0
6816,812531,812693,论文合作,合作次数,5.0
6817,812531,812469,论文合作,合作次数,1.0
6818,812531,830629,论文合作,合作次数,1.0
6819,812531,120146,论文合作,合作次数,4.0
6820,812531,121098,论文合作,合作次数,1.0
6821,812531,121099,论文合作,合作次数,2.0
6822,812531,104060,论文合作,合作次数,1.0
6823,812531,144269,论文合作,合作次数,1.0
6824,812531,770752,论文合作,合作次数,1.0
6825,812531,731718,论文合作,合作次数,1.0
6826,812575,170027,论文合作,合作次数,1.0
6827,812575,180717,论文合作,合作次数,1.0
6828,812605,061000,论文合作,合作次数,1.0
6829,812605,812400,论文合作,合作次数,1.0
6830,812605,121020,论文合作,合作次数,1.0
6831,812605,141034,论文合作,合作次数,1.0
6832,812615,114009,论文合作,合作次数,1.0
6833,812615,081056,论文合作,合作次数,1.0
6834,812615,812673,论文合作,合作次数,1.0
6835,812664,091041,论文合作,合作次数,1.0
6836,812664,111013,论文合作,合作次数,1.0
6837,812664,061038,论文合作,合作次数,1.0
6838,812664,081048,论文合作,合作次数,1.0
6839,812664,091043,论文合作,合作次数,1.0
6840,812664,812063,论文合作,合作次数,2.0
6841,142065,013035,论文合作,合作次数,1.0
6842,142065,013096,论文合作,合作次数,1.0
6843,142065,821522,论文合作,合作次数,1.0
6844,143549,113099,论文合作,合作次数,1.0
6845,143549,121048,论文合作,合作次数,1.0
6846,143549,131195,论文合作,合作次数,1.0
6847,143549,191601,论文合作,合作次数,1.0
6848,144170,812008,论文合作,合作次数,2.0
6849,144170,094025,论文合作,合作次数,1.0
6850,144170,163551,论文合作,合作次数,1.0
6851,144170,124103,论文合作,合作次数,1.0
6852,164297,102024,论文合作,合作次数,1.0
6853,164297,821964,论文合作,合作次数,1.0
6854,164297,124110,论文合作,合作次数,1.0
6855,164297,174366,论文合作,合作次数,1.0
6856,164297,164296,论文合作,合作次数,1.0
6857,164297,812438,论文合作,合作次数,1.0
6858,164297,124109,论文合作,合作次数,1.0
6859,164297,124104,论文合作,合作次数,1.0
6860,164297,803074,论文合作,合作次数,1.0
6861,164325,104032,论文合作,合作次数,1.0
6862,164325,812691,论文合作,合作次数,1.0
6863,164325,094013,论文合作,合作次数,1.0
6864,164325,104012,论文合作,合作次数,1.0
6865,164325,812572,论文合作,合作次数,1.0
6866,164325,812008,论文合作,合作次数,1.0
6867,164325,074012,论文合作,合作次数,1.0
6868,164325,812383,论文合作,合作次数,1.0
6869,164325,104019,论文合作,合作次数,1.0
6870,164325,014081,论文合作,合作次数,1.0
6871,164325,124098,论文合作,合作次数,1.0
6872,164325,074005,论文合作,合作次数,1.0
6873,164325,124034,论文合作,合作次数,1.0
6874,164325,124096,论文合作,合作次数,1.0
6875,164325,124092,论文合作,合作次数,1.0
6876,164325,104013,论文合作,合作次数,1.0
6877,164325,042003,论文合作,合作次数,1.0
